1210_031012_42146_c100926392550000001823199905121697_s1_p0/109387/41_1365_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/132679/1301_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/107160/41_1364_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/94344/1361_43_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/137394/40_1463_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/88463/1195_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/140283/1373_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/77969/1461_48_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/43082/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/41790/41_1368_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/152854/41_1460_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/133326/1367_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/6801/41_1480_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/153347/1478_51_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/107114/1373_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/144000/1472_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/110331/1372_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/131957/41_1368_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/65402/1475_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/78970/41_1367_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/72935/1373_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/120721/1373_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/87044/1484_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/80061/40_1354_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/115556/41_1367_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/64980/1370_45_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/131092/1368_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/47484/41_1301_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/137081/1308_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/155722/1432_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/26543/1485_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/24697/41_1480_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/123848/41_1363_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/151308/37_1475_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/60497/1368_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/126484/41_1363_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/160601/42_1352_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/119783/40_1476_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/146260/41_1366_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/29883/41_1479_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/132917/41_1476_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/26533/1390_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/131628/1360_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/86535/1482_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/137760/1521_49_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/100912/40_1164_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/67489/1364_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/109436/1365_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/38826/1483_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/41757/1372_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/53934/41_1468_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/68795/75_2021_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/50668/1483_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/81917/41_1369_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/136297/41_1474_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/48295/41_1367_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/78367/41_1299_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/157098/1403_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/50841/1877_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/58887/1306_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/96669/1490_57_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/92157/1372_45_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/134318/1484_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/132679/1301_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/134318/1484_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/148127/41_1367_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/124970/1482_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/109572/1373_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/132952/41_1367_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/145663/40_1365_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/33204/46_1464_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/6801/41_1480_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/38884/1373_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/92090/1484_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/11778/1448_48_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/128518/41_1368_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/80965/40_1366_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/70676/1381_48_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/123222/1484_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/54127/1381_49_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/126820/35_1461_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/3106/1378_47_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/14325/1195_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/28574/1371_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/45659/1480_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/101664/1483_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/28520/41_1361_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/6801/41_1480_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/137156/1491_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/152477/41_1368_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/137081/1308_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/71004/41_1474_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/71004/41_1474_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/143588/1482_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/109751/41_1477_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/153721/1258_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/38296/1367_45_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/113284/1373_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/102315/41_1476_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/101254/1371_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/79293/1448_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/38296/1367_45_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/117049/1372_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/112009/41_1368_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/117866/1452_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/156216/41_1479_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/25274/1369_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/85144/1372_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/93266/1304_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/44316/41_1478_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/93414/1373_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/99409/41_1368_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/74825/1368_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/49668/1371_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/62489/41_1367_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/73506/41_1366_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/72080/1484_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/58607/41_1366_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/154688/1484_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/83469/1368_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/76502/1372_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/87271/1483_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/122122/40_1367_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/139912/1784_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/122122/40_1367_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/160456/1373_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/122459/41_1301_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/82952/41_1357_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/122635/1373_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/89087/41_1362_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/98361/1467_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/59080/1370_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/145663/40_1365_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/156443/41_1368_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/132679/1301_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/117018/41_1467_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/156656/41_1368_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/156869/1373_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/106779/1371_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/45289/1438_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/46550/1477_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/90224/1336_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/104057/41_1365_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/51097/41_1439_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/87972/41_1476_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/127445/41_1357_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/84274/41_1367_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/59851/42_1530_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/137081/1308_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/83906/1363_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/114660/41_1478_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/83432/1372_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/84818/42_1496_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/140820/41_1189_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/36409/1483_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/126521/39_1365_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/34492/1895_46_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/80618/41_1368_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/26285/1606_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/88694/1484_46_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/156779/41_1361_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/40568/40_1463_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/62962/40_1467_CCS
1210_031012_42146_c100926392550000001823199905121697_s1_p0/80262/41_1477_CCS,1210_031012_42146_c100926392550000001823199905121697_s1_p0/6801/41_1480_CCS
